neighbourhood,room_type,price,number_of_reviews,calculated_host_listings_count,host_type
Pullman,Entire home/apt,250.0,134,1,Single-listing Host
Montclare,Private room,135.0,59,2,Multi-listing Host
Near West Side,Private room,60.0,122,4,Multi-listing Host
Near West Side,Entire home/apt,302.0,30,4,Multi-listing Host
North Center,Private room,150.0,22,2,Multi-listing Host
Lincoln Park,Entire home/apt,116.0,121,2,Multi-listing Host
Lincoln Park,Entire home/apt,2599.0,30,2,Multi-listing Host
Armour Square,Entire home/apt,300.0,74,19,Multi-listing Host
Armour Square,Entire home/apt,300.0,66,19,Multi-listing Host
Armour Square,Entire home/apt,300.0,75,19,Multi-listing Host
Lake View,Private room,275.0,21,1,Single-listing Host
Edgewater,Entire home/apt,79.0,162,1,Single-listing Host
Irving Park,Entire home/apt,105.0,54,2,Multi-listing Host
Lower West Side,Entire home/apt,73.0,72,1,Single-listing Host
Humboldt Park,Entire home/apt,55.0,29,3,Multi-listing Host
Near West Side,Entire home/apt,85.0,191,4,Multi-listing Host
South Shore,Shared room,25.0,58,8,Multi-listing Host
Lake View,Entire home/apt,115.0,98,20,Multi-listing Host
Chatham,Entire home/apt,111.0,82,1,Single-listing Host
Rogers Park,Entire home/apt,100.0,2,3,Multi-listing Host
Grand Boulevard,Entire home/apt,200.0,46,1,Single-listing Host
Near North Side,Entire home/apt,120.0,0,12,Multi-listing Host
Near West Side,Entire home/apt,350.0,70,7,Multi-listing Host
Avondale,Entire home/apt,105.0,70,6,Multi-listing Host
Lake View,Entire home/apt,,103,1,Single-listing Host
Humboldt Park,Private room,,106,4,Multi-listing Host
Logan Square,Entire home/apt,129.0,8,1,Single-listing Host
Logan Square,Entire home/apt,134.0,22,1,Single-listing Host
Lincoln Square,Entire home/apt,175.0,44,1,Single-listing Host
North Center,Entire home/apt,254.0,86,1,Single-listing Host
Lincoln Park,Entire home/apt,120.0,48,6,Multi-listing Host
Near West Side,Private room,100.0,0,1,Single-listing Host
Avondale,Entire home/apt,59.0,111,2,Multi-listing Host
South Shore,Private room,36.0,15,4,Multi-listing Host
New City,Private room,35.0,28,8,Multi-listing Host
Mckinley Park,Entire home/apt,2000.0,9,1,Single-listing Host
Lincoln Park,Entire home/apt,,35,5,Multi-listing Host
West Town,Entire home/apt,170.0,194,4,Multi-listing Host
Ohare,Entire home/apt,250.0,35,1,Single-listing Host
New City,Private room,31.0,19,8,Multi-listing Host
Norwood Park,Private room,43.0,52,5,Multi-listing Host
Edgewater,Entire home/apt,132.0,244,1,Single-listing Host
Logan Square,Entire home/apt,,126,1,Single-listing Host
West Town,Entire home/apt,332.0,98,2,Multi-listing Host
Kenwood,Entire home/apt,150.0,22,1,Single-listing Host
Near North Side,Entire home/apt,224.0,123,5,Multi-listing Host
Irving Park,Entire home/apt,159.0,147,2,Multi-listing Host
West Town,Entire home/apt,140.0,124,2,Multi-listing Host
Hyde Park,Entire home/apt,250.0,13,1,Single-listing Host
Greater Grand Crossing,Shared room,200.0,9,4,Multi-listing Host
Bridgeport,Entire home/apt,79.0,68,2,Multi-listing Host
West Town,Private room,69.0,11,1,Single-listing Host
Humboldt Park,Entire home/apt,129.0,147,1,Single-listing Host
Portage Park,Entire home/apt,58.0,208,1,Single-listing Host
Near North Side,Entire home/apt,145.0,8,29,Multi-listing Host
Near West Side,Entire home/apt,199.0,171,1,Single-listing Host
North Park,Entire home/apt,272.0,154,1,Single-listing Host
Edgewater,Entire home/apt,193.0,97,1,Single-listing Host
Lower West Side,Entire home/apt,99.0,5,2,Multi-listing Host
Logan Square,Entire home/apt,52.0,163,1,Single-listing Host
Woodlawn,Private room,50.0,17,5,Multi-listing Host
Near West Side,Entire home/apt,89.0,152,4,Multi-listing Host
Pullman,Entire home/apt,99.0,118,2,Multi-listing Host
Douglas,Entire home/apt,110.0,178,1,Single-listing Host
Woodlawn,Entire home/apt,89.0,73,5,Multi-listing Host
Woodlawn,Private room,57.0,8,5,Multi-listing Host
North Center,Entire home/apt,95.0,128,2,Multi-listing Host
West Town,Entire home/apt,2249.0,10,3,Multi-listing Host
West Town,Entire home/apt,198.0,126,1,Single-listing Host
Armour Square,Entire home/apt,297.0,38,19,Multi-listing Host
Armour Square,Entire home/apt,297.0,117,19,Multi-listing Host
Near North Side,Entire home/apt,453.0,184,2,Multi-listing Host
Lake View,Entire home/apt,102.0,148,1,Single-listing Host
West Town,Entire home/apt,911.0,24,7,Multi-listing Host
Near North Side,Entire home/apt,95.0,1,16,Multi-listing Host
West Town,Entire home/apt,67.0,128,4,Multi-listing Host
Edgewater,Entire home/apt,101.0,231,1,Single-listing Host
Norwood Park,Private room,41.0,59,5,Multi-listing Host
Rogers Park,Entire home/apt,269.0,28,2,Multi-listing Host
Logan Square,Entire home/apt,183.0,198,1,Single-listing Host
West Town,Entire home/apt,4500.0,0,21,Multi-listing Host
Austin,Entire home/apt,250.0,1,1,Single-listing Host
East Garfield Park,Entire home/apt,102.0,243,1,Single-listing Host
West Town,Entire home/apt,154.0,213,2,Multi-listing Host
Near North Side,Entire home/apt,500.0,150,1,Single-listing Host
Humboldt Park,Entire home/apt,183.0,18,1,Single-listing Host
West Town,Entire home/apt,307.0,87,6,Multi-listing Host
Austin,Private room,51.0,23,6,Multi-listing Host
Logan Square,Entire home/apt,236.0,11,9,Multi-listing Host
Near North Side,Entire home/apt,366.0,118,5,Multi-listing Host
Near West Side,Entire home/apt,166.0,224,1,Single-listing Host
Beverly,Entire home/apt,158.0,99,1,Single-listing Host
South Shore,Entire home/apt,235.0,95,4,Multi-listing Host
Englewood,Shared room,25.0,8,16,Multi-listing Host
Lake View,Entire home/apt,269.0,98,2,Multi-listing Host
North Center,Entire home/apt,159.0,26,1,Single-listing Host
West Town,Entire home/apt,1625.0,12,4,Multi-listing Host
Lake View,Entire home/apt,512.0,49,1,Single-listing Host
Albany Park,Entire home/apt,110.0,70,1,Single-listing Host
Grand Boulevard,Entire home/apt,299.0,25,1,Single-listing Host
Mckinley Park,Entire home/apt,93.0,297,1,Single-listing Host
Lower West Side,Entire home/apt,99.0,153,5,Multi-listing Host
Avondale,Entire home/apt,95.0,59,1,Single-listing Host
Grand Boulevard,Entire home/apt,195.0,6,1,Single-listing Host
Lincoln Square,Entire home/apt,104.0,214,1,Single-listing Host
New City,Private room,34.0,18,8,Multi-listing Host
Norwood Park,Entire home/apt,61.0,295,1,Single-listing Host
Uptown,Entire home/apt,133.0,191,5,Multi-listing Host
Lake View,Entire home/apt,102.0,49,2,Multi-listing Host
Rogers Park,Entire home/apt,103.0,219,1,Single-listing Host
Near North Side,Entire home/apt,180.0,16,29,Multi-listing Host
Rogers Park,Entire home/apt,80.0,38,2,Multi-listing Host
Portage Park,Entire home/apt,95.0,8,8,Multi-listing Host
Logan Square,Entire home/apt,154.0,7,1,Single-listing Host
Near North Side,Entire home/apt,128.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,128.0,0,520,Multi-listing Host
Near North Side,Private room,91.0,368,9,Multi-listing Host
South Lawndale,Entire home/apt,138.0,127,1,Single-listing Host
East Garfield Park,Entire home/apt,471.0,80,9,Multi-listing Host
Logan Square,Entire home/apt,144.0,232,1,Single-listing Host
Lincoln Park,Entire home/apt,158.0,53,6,Multi-listing Host
Loop,Entire home/apt,350.0,178,7,Multi-listing Host
Calumet Heights,Entire home/apt,300.0,2,2,Multi-listing Host
Near North Side,Entire home/apt,125.0,4,29,Multi-listing Host
West Town,Private room,149.0,21,1,Single-listing Host
Logan Square,Entire home/apt,160.0,254,1,Single-listing Host
Irving Park,Private room,30.0,9,5,Multi-listing Host
Lake View,Private room,145.0,2,5,Multi-listing Host
Calumet Heights,Entire home/apt,95.0,23,5,Multi-listing Host
Near North Side,Entire home/apt,114.0,2,520,Multi-listing Host
Near North Side,Entire home/apt,141.0,1,520,Multi-listing Host
Near North Side,Entire home/apt,140.0,2,520,Multi-listing Host
Lincoln Square,Entire home/apt,120.0,82,3,Multi-listing Host
South Shore,Entire home/apt,36.0,32,7,Multi-listing Host
Near West Side,Entire home/apt,256.0,120,1,Single-listing Host
Near West Side,Entire home/apt,109.0,119,2,Multi-listing Host
Logan Square,Entire home/apt,169.0,135,1,Single-listing Host
Bridgeport,Entire home/apt,492.0,82,1,Single-listing Host
Rogers Park,Private room,77.0,4,3,Multi-listing Host
Near North Side,Entire home/apt,83.0,37,7,Multi-listing Host
Logan Square,Private room,80.0,29,2,Multi-listing Host
Lake View,Entire home/apt,,116,1,Single-listing Host
Garfield Ridge,Entire home/apt,350.0,39,1,Single-listing Host
Bridgeport,Entire home/apt,99.0,115,2,Multi-listing Host
Logan Square,Entire home/apt,499.0,4,4,Multi-listing Host
Logan Square,Entire home/apt,1499.0,8,4,Multi-listing Host
Loop,Private room,161.0,437,10,Multi-listing Host
Kenwood,Private room,36.0,34,21,Multi-listing Host
Bridgeport,Entire home/apt,118.0,12,29,Multi-listing Host
Loop,Private room,146.0,120,10,Multi-listing Host
Loop,Private room,146.0,10,10,Multi-listing Host
Loop,Private room,146.0,6,10,Multi-listing Host
Loop,Private room,156.0,9,10,Multi-listing Host
Loop,Private room,156.0,7,10,Multi-listing Host
Loop,Private room,184.0,54,10,Multi-listing Host
Loop,Private room,238.0,15,10,Multi-listing Host
Loop,Private room,238.0,13,10,Multi-listing Host
Loop,Private room,250.0,47,10,Multi-listing Host
Lower West Side,Entire home/apt,70.0,68,4,Multi-listing Host
Lincoln Square,Entire home/apt,80.0,243,25,Multi-listing Host
Douglas,Private room,65.0,107,7,Multi-listing Host
Lower West Side,Entire home/apt,60.0,67,4,Multi-listing Host
Portage Park,Entire home/apt,498.0,102,1,Single-listing Host
Lower West Side,Entire home/apt,76.0,280,1,Single-listing Host
Edgewater,Private room,45.0,33,5,Multi-listing Host
Loop,Private room,134.0,471,5,Multi-listing Host
Loop,Private room,134.0,770,5,Multi-listing Host
Woodlawn,Private room,34.0,8,21,Multi-listing Host
West Town,Entire home/apt,86.0,139,1,Single-listing Host
Avondale,Entire home/apt,222.0,65,5,Multi-listing Host
Woodlawn,Entire home/apt,65.0,7,21,Multi-listing Host
Woodlawn,Private room,44.0,6,21,Multi-listing Host
Avondale,Entire home/apt,95.0,46,1,Single-listing Host
Uptown,Entire home/apt,120.0,234,1,Single-listing Host
Humboldt Park,Entire home/apt,207.0,139,1,Single-listing Host
Loop,Entire home/apt,406.0,211,1,Single-listing Host
Woodlawn,Entire home/apt,85.0,140,1,Single-listing Host
Edgewater,Private room,54.0,196,1,Single-listing Host
Irving Park,Entire home/apt,77.0,79,5,Multi-listing Host
Edgewater,Entire home/apt,397.0,55,1,Single-listing Host
South Lawndale,Entire home/apt,123.0,218,1,Single-listing Host
Lincoln Park,Entire home/apt,263.0,254,3,Multi-listing Host
Near South Side,Entire home/apt,130.0,0,520,Multi-listing Host
Woodlawn,Private room,34.0,19,21,Multi-listing Host
Near West Side,Entire home/apt,300.0,206,24,Multi-listing Host
Near West Side,Entire home/apt,313.0,187,24,Multi-listing Host
West Town,Private room,55.0,156,1,Single-listing Host
Near West Side,Entire home/apt,679.0,56,24,Multi-listing Host
Edgewater,Entire home/apt,90.0,98,6,Multi-listing Host
Irving Park,Entire home/apt,,40,3,Multi-listing Host
Lower West Side,Entire home/apt,81.0,353,11,Multi-listing Host
West Town,Entire home/apt,79.0,106,1,Single-listing Host
Logan Square,Entire home/apt,161.0,97,1,Single-listing Host
Near West Side,Entire home/apt,81.0,60,1,Single-listing Host
Loop,Entire home/apt,176.0,2,13,Multi-listing Host
Logan Square,Entire home/apt,71.0,99,5,Multi-listing Host
West Ridge,Entire home/apt,100.0,55,1,Single-listing Host
Bridgeport,Entire home/apt,51.0,15,29,Multi-listing Host
Near North Side,Private room,94.0,362,9,Multi-listing Host
Near West Side,Entire home/apt,177.0,87,3,Multi-listing Host
Near West Side,Entire home/apt,175.0,105,3,Multi-listing Host
Irving Park,Entire home/apt,,21,1,Single-listing Host
Grand Boulevard,Entire home/apt,59.0,124,1,Single-listing Host
Jefferson Park,Entire home/apt,90.0,4,3,Multi-listing Host
Lincoln Square,Entire home/apt,68.0,233,25,Multi-listing Host
Rogers Park,Entire home/apt,89.0,44,1,Single-listing Host
Bridgeport,Entire home/apt,67.0,14,29,Multi-listing Host
North Park,Entire home/apt,330.0,118,1,Single-listing Host
Rogers Park,Entire home/apt,253.0,62,4,Multi-listing Host
Bridgeport,Entire home/apt,57.0,10,29,Multi-listing Host
Rogers Park,Entire home/apt,243.0,111,2,Multi-listing Host
South Shore,Private room,36.0,18,4,Multi-listing Host
South Shore,Private room,36.0,20,4,Multi-listing Host
South Shore,Private room,36.0,14,4,Multi-listing Host
Lower West Side,Entire home/apt,,27,1,Single-listing Host
Bridgeport,Entire home/apt,78.0,14,29,Multi-listing Host
Avondale,Entire home/apt,125.0,103,2,Multi-listing Host
Rogers Park,Private room,37.0,18,1,Single-listing Host
West Town,Entire home/apt,500.0,14,7,Multi-listing Host
Irving Park,Entire home/apt,80.0,19,1,Single-listing Host
Lincoln Square,Private room,65.0,92,1,Single-listing Host
Greater Grand Crossing,Entire home/apt,245.0,56,17,Multi-listing Host
Loop,Entire home/apt,119.0,1,16,Multi-listing Host
West Ridge,Entire home/apt,422.0,136,5,Multi-listing Host
West Garfield Park,Private room,25.0,27,4,Multi-listing Host
Edgewater,Entire home/apt,175.0,47,1,Single-listing Host
North Center,Entire home/apt,89.0,184,2,Multi-listing Host
Lake View,Entire home/apt,141.0,104,1,Single-listing Host
South Shore,Entire home/apt,50.0,23,1,Single-listing Host
Near West Side,Entire home/apt,155.0,242,2,Multi-listing Host
New City,Private room,34.0,28,8,Multi-listing Host
Logan Square,Entire home/apt,188.0,82,1,Single-listing Host
Englewood,Entire home/apt,213.0,11,3,Multi-listing Host
South Lawndale,Entire home/apt,68.0,47,4,Multi-listing Host
Logan Square,Entire home/apt,141.0,250,2,Multi-listing Host
Lincoln Park,Entire home/apt,105.0,161,6,Multi-listing Host
Washington Park,Private room,180.0,0,1,Single-listing Host
Woodlawn,Private room,41.0,7,21,Multi-listing Host
Bridgeport,Entire home/apt,118.0,12,29,Multi-listing Host
Humboldt Park,Entire home/apt,317.0,41,4,Multi-listing Host
Irving Park,Entire home/apt,101.0,188,1,Single-listing Host
Albany Park,Entire home/apt,115.0,73,1,Single-listing Host
Avondale,Entire home/apt,84.0,204,1,Single-listing Host
North Park,Entire home/apt,107.0,39,1,Single-listing Host
West Town,Entire home/apt,137.0,74,2,Multi-listing Host
West Town,Entire home/apt,130.0,225,1,Single-listing Host
Near North Side,Entire home/apt,142.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,149.0,0,520,Multi-listing Host
Near North Side,Entire home/apt,134.0,0,520,Multi-listing Host
Near North Side,Private room,84.0,806,5,Multi-listing Host
Near North Side,Private room,100.0,101,5,Multi-listing Host
Near North Side,Private room,108.0,334,5,Multi-listing Host
Near North Side,Private room,108.0,2,5,Multi-listing Host
Armour Square,Entire home/apt,386.0,53,1,Single-listing Host
Loop,Entire home/apt,217.0,228,24,Multi-listing Host
Lake View,Entire home/apt,149.0,130,11,Multi-listing Host
Loop,Entire home/apt,189.0,207,24,Multi-listing Host
New City,Private room,34.0,22,8,Multi-listing Host
Lake View,Entire home/apt,532.0,99,7,Multi-listing Host
Logan Square,Entire home/apt,180.0,1,6,Multi-listing Host
Edgewater,Entire home/apt,81.0,7,2,Multi-listing Host
Loop,Entire home/apt,447.0,57,24,Multi-listing Host
North Center,Entire home/apt,,114,1,Single-listing Host
Uptown,Entire home/apt,414.0,112,1,Single-listing Host
Lincoln Park,Entire home/apt,382.0,55,5,Multi-listing Host
Logan Square,Entire home/apt,10.0,167,3,Multi-listing Host
Irving Park,Entire home/apt,175.0,16,1,Single-listing Host
Chatham,Entire home/apt,200.0,30,1,Single-listing Host
West Town,Entire home/apt,165.0,20,3,Multi-listing Host
Near West Side,Entire home/apt,198.0,253,1,Single-listing Host
New City,Entire home/apt,36.0,38,8,Multi-listing Host
Lake View,Entire home/apt,220.0,1,29,Multi-listing Host
Greater Grand Crossing,Entire home/apt,270.0,2,2,Multi-listing Host
Lincoln Square,Entire home/apt,114.0,201,2,Multi-listing Host
Portage Park,Entire home/apt,72.0,154,1,Single-listing Host
Douglas,Entire home/apt,118.0,107,1,Single-listing Host
Near North Side,Private room,49.0,150,4,Multi-listing Host
Near North Side,Entire home/apt,100.0,3,520,Multi-listing Host
Loop,Entire home/apt,,0,520,Multi-listing Host
Loop,Entire home/apt,125.0,191,39,Multi-listing Host
Bridgeport,Entire home/apt,80.0,81,1,Single-listing Host
Near North Side,Entire home/apt,165.0,0,16,Multi-listing Host
Grand Boulevard,Entire home/apt,115.0,72,5,Multi-listing Host
Grand Boulevard,Entire home/apt,98.0,31,5,Multi-listing Host
Near West Side,Entire home/apt,85.0,6,1,Single-listing Host
Near North Side,Entire home/apt,138.0,0,520,Multi-listing Host
Logan Square,Entire home/apt,315.0,141,2,Multi-listing Host
Near North Side,Entire home/apt,164.0,1,520,Multi-listing Host
Loop,Entire home/apt,139.0,218,39,Multi-listing Host
Loop,Entire home/apt,175.0,197,39,Multi-listing Host
Humboldt Park,Private room,,134,4,Multi-listing Host
Loop,Entire home/apt,127.0,204,39,Multi-listing Host
South Lawndale,Entire home/apt,155.0,14,1,Single-listing Host
South Shore,Entire home/apt,383.0,76,9,Multi-listing Host
Near North Side,Entire home/apt,95.0,7,16,Multi-listing Host
Lake View,Private room,64.0,38,2,Multi-listing Host
Near West Side,Entire home/apt,367.0,214,1,Single-listing Host
Lower West Side,Entire home/apt,300.0,81,1,Single-listing Host
Rogers Park,Entire home/apt,175.0,114,1,Single-listing Host
East Garfield Park,Private room,39.0,196,10,Multi-listing Host
Near North Side,Entire home/apt,120.0,1,1,Single-listing Host
Edgewater,Entire home/apt,77.0,38,6,Multi-listing Host
Avondale,Entire home/apt,289.0,90,1,Single-listing Host
Lincoln Park,Entire home/apt,136.0,202,1,Single-listing Host
Logan Square,Entire home/apt,189.0,34,1,Single-listing Host
North Center,Entire home/apt,149.0,48,1,Single-listing Host
